trained_up_to_task,eval_task,model,seed,recall@10,ndcg@10,forgetting_recall,forgetting_ndcg
4,0,joint,42,0.5920223932820154,0.32813345028271285,,
4,1,joint,42,0.5872011251758087,0.32337199933250577,,
4,2,joint,42,0.5869688385269122,0.321472229295682,,
4,3,joint,42,0.5843568196509373,0.32532994952907696,,
4,4,joint,42,0.4968372627947096,0.2584818319694416,,
4,avg,joint,42,0.5694772878860767,0.31135789208188386,0.0,0.0
