trained_up_to_task,eval_task,model,seed,recall@10,ndcg@10,forgetting_recall,forgetting_ndcg
4,0,joint,42,0.5220433869839048,0.2901434290859564,,
4,1,joint,42,0.5175808720112518,0.2781663977982458,,
4,2,joint,42,0.4991501416430595,0.26735234162625104,,
4,3,joint,42,0.5054945054945055,0.2773836176088724,,
4,4,joint,42,0.4347326049453709,0.22167614083512205,,
4,avg,joint,42,0.4958003022156185,0.26694438539088955,0.0,0.0
